t,v,iL
18.745,-1.9776143535904835,0.9377718997824855
18.75,-1.9762925401541518,0.9278871122357673
18.755,-1.974959901178339,0.9180089639013111
18.76,-1.973616716626928,0.9081375097232481
18.765,-1.9722632565147877,0.8982728032434477
18.77,-1.9708997888898623,0.8884148971605648
18.775000000000002,-1.969526552953998,0.8785638392958698
18.78,-1.9681437721095494,0.8687196752582378
18.785,-1.9667516647291983,0.8588824499857988
18.79,-1.965350444155958,0.8490522077459651
18.795,-1.9639403187031712,0.8392289921354184
18.8,-1.9625214916545144,0.8294128460801362
18.805,-1.9610941612639912,0.8196038118353514
18.81,-1.9596585207559367,0.8098019309855792
18.815,-1.9582147583250153,0.8000072444446037
18.82,-1.9567630571362251,0.7902197924555057
18.825,-1.9553035953248918,0.7804396145906205
18.830000000000002,-1.9538365459966711,0.7706667497515591
18.835,-1.9523620772275523,0.7609012361692296
18.84,-1.9508803520638525,0.7511431114037943
18.845,-1.9493915285222196,0.7413924123446983
18.85,-1.9478957595896313,0.7316491752106558
18.855,-1.9463931932233993,0.7219134355496769
18.86,-1.9448839723511615,0.7121852282390273
18.865000000000002,-1.9433682348708874,0.7024645874852476
18.87,-1.9418461137936505,0.6927515468411355
18.875,-1.9403177415511712,0.6830461393587147
18.88,-1.9387832320471579,0.6733483947683074
18.885,-1.9372426899315869,0.663658341506608
18.89,-1.935696217642338,0.6539760077567268
18.895,-1.934143915405188,0.6443014214481491
18.900000000000002,-1.9325858812338144,0.6346346102567548
18.905,-1.9310222109297976,0.6249756016048407
18.91,-1.9294529980826154,0.6153244226610773
18.915,-1.9278783340696466,0.6056811003405382
18.92,-1.9262983080561698,0.5960456613046847
18.925,-1.9247130069953668,0.5864181319613944
18.93,-1.9231225156283163,0.5767985384649195
18.935,-1.9215269164839983,0.5671869067159143
18.94,-1.9199262898792926,0.5575832623614216
18.945,-1.9183207139189817,0.5479876307949003
18.95,-1.916710264495746,0.5384000371561838
18.955000000000002,-1.9150950152901653,0.5288205063315007
18.96,-1.9134750377707237,0.5192490629534956
18.965,-1.911850401193802,0.509685731401188
18.97,-1.9102211726036822,0.5001305357999993
18.975,-1.9085874168325454,0.4905835000217396
18.98,-1.906949196500477,0.4810446476846346
18.985,-1.9053065720154585,0.47151400215328493
18.990000000000002,-1.9036596025362322,0.4619915865643131
18.995,-1.9020083399426044,0.452477422327251
19.0,-1.9003528263311373,0.4429715292380555
19.005,-1.8986931027061666,0.43347392701600246
19.01,-1.897029209237733,0.4239846353399723
19.015,-1.8953611852615861,0.41450367384847703
19.02,-1.8936890692791772,0.4050310621396196
19.025000000000002,-1.892012898957664,0.3955668197711142
19.03,-1.8903327111299117,0.3861109662603067
19.035,-1.8886485417944892,0.3766635210841337
19.04,-1.886960426115671,0.36722450367915016
19.045,-1.885268398423436,0.3577939334415153
19.05,-1.883572492213473,0.3483718297270199
19.055,-1.8818727401471718,0.33895821185104585
19.06,-1.8801691740516293,0.329553099088593
19.065,-1.878461824919647,0.32015651067426576
19.07,-1.876750722909735,0.3107684658022999
19.075,-1.8750358973461059,0.3013889836265223
19.080000000000002,-1.8733173767186773,0.29201808326037143
19.085,-1.871595188683076,0.2826557837769166
19.09,-1.869869360060631,0.2733021042088186
19.095,-1.8681399168383779,0.26395706354835635
19.1,-1.8664068841690564,0.25462068074741295
19.105,-1.8646702863711158,0.2452929747175031
19.11,-1.862930146928707,0.2359739643297326
19.115000000000002,-1.8611864884916867,0.22666366841481703
19.12,-1.8594393310925088,0.2173621052444185
19.125,-1.857688686980032,0.20806929131235222
19.13,-1.8559345663151576,0.19878524279581714
19.135,-1.854176979007689,0.18950997593284216
19.14,-1.8524159347163347,0.1802435070223125
19.145,-1.850651442848703,0.17098585242393013
19.150000000000002,-1.8488835125613046,0.16173702855823346
19.155,-1.847112152759556,0.15249705190661722
19.16,-1.8453373720977728,0.14326593901129286
19.165,-1.8435591789791748,0.13404370647531494
19.17,-1.8417775815558823,0.12483037096256797
19.175,-1.8399925877289225,0.11562594919779264
19.18,-1.8382042051482215,0.10643045796654646
19.185,-1.8364124412126086,0.09724391411523003
19.19,-1.834617303069815,0.08806633455107393
19.195,-1.8328187976164776,0.07889773624216484
19.2,-1.8310169314981328,0.06973813621740627
19.205000000000002,-1.8292117111092192,0.06058755156653839
19.21,-1.8274031425930817,0.0514459994401574
